id,image_id,#日本語(原文),#やさしい日本語
33470,39988,雪の上にスノーボードを付けた人が座っている,雪の上で板をつけた人が座る。
33476,275441,曇り空の街中で路上の柵に立て掛けられた自転車,曇りの空の下で道のそばに道具がある。
33495,477780,黒い布を見にまとった男性がスケートボードに乗っている,黒い服の男が板に乗っている。
33505,236690,頭が黒い鳥が翼を広げて海の上を飛んでいる,頭が黒い鳥が海の上を飛ぶ。
33872,546577,男性がコントローラーを頭に押し付けている,男がゲームの道具を頭に押す。
33951,336695,バイクにカメラをつけて走っている,バイクにカメラをつけて走る。
33988,362506,赤いスニーカーを履いた人がスケートボードでジャンプしている,赤い靴の人が板で飛ぶ。
33994,523807,髪に乗せたホットドッグにトッピングをしている,髪の上の食べ物に別の食べ物をつける。
34050,5513,スカートをはいた女の子供が河原で凧揚げをしている,川のそばでスカートの子供が風で物を上げている。
34084,66632,人参と香草がソテーされた料理がお皿にのっている,皿の上に野菜の食べ物がある。
34257,546829,今にも壊れそうな木製のベンチの上に、リードを付けた白い犬が乗っている,古い木の椅子の上に白い動物がロープをつけて乗っている。
34306,464339,レンガ造りの暖炉と置き時計とランプ,家の中に火の道具と時計と明るい道具がある。
34376,434513,白いお皿の上に、ナイフとフォーク、苺とクリームがトッピングされてあるケーキが乗っている,白い皿の上にケーキがある。ナイフとフォークと果物とクリームがある。
34382,435069,歩道のポールの横に首にハンカチを巻いた犬がお座りしている,道のそばで犬が座る。首にハンカチを巻く。
34416,203239,ピアスとネックレスをした細身の男がスケートボードをしている,耳に物をつけた細い男が板に乗っている。
34572,17350,2頭の犬が船にリードをつけて乗っている,犬が船にロープをつけて乗る。
34646,209018,帽子を3つ重ねて被っている男性がいる,帽子を重ねた男がいる。
34742,88552,小さな子がスキー板を履いて立っている,小さい子が雪の上で板をつけて立つ。
34840,131276,ドーナッツ売り場に女性が3人いる,食べ物の店に女性がいる。
34925,188084,ドリンクとホットドッグとサングラス,飲み物と食べ物と眼鏡がある。
34959,440027,野球の試合で、バッターがバッターボックスで構えている,野球の試合で男が道具を持って打つ準備をしている。
34971,249668,波打ち際で海鳥が魚をくわえている,海岸で鳥が魚を口に入れる。
34983,412384,赤いコートの小さな女の子が青い傘をさしている,赤いコートの小さな女の子が青い傘をさす。
35132,176031,40%ー70%OFFのセール中のお店の前で座り込む男の人がいる,店の前に男が座る。
35148,331180,ガーターベルト姿の婦警がベットに座っている,女がベッドに座る。
35192,503144,前髪を垂らして顔を揃える2頭の馬,馬が顔を近くにする。髪が顔にある。
35244,294350,ゴム手袋をはめて俎板に向かうメガネ小太りの男性,眼鏡の男が料理をする。
35264,423048,店の外でバナナを販売している,店の外でバナナを売る。
35277,160276,ブレーキランプを点けた車が赤信号の前で停まっている,車が赤い信号の前で止まる。
35341,533368,男の子がスキー板をつけてゴーグルもしている,少年が雪の上で板をつけて眼鏡をつける。
35413,380343,ジャングルの中で育っている、まだ青いバナナ,緑の場所にまだ青いバナナがある。
35439,342367,黒いシルクハットをかぶった男性がテレビで答弁している,黒い帽子の男がテレビで話す。
35457,193407,女性が雪が降る中傘をさしている,雪の中で女が傘をさす。
35623,241728,男性が路上で食べ物を売っている,男が外で食べ物を売る。
35846,427091,多数の車の間をぬってベビーカーや人が通っている,たくさんの車の間を人々が通る。
35930,460266,グラスキャンドルとチーズケーキ,ろうそくとケーキがある。
36005,489611,男の子がリモコンを振っている,少年がゲームの道具を振る。
36163,392511,金のネックレスをした男性がフリスビーを持っている,首に金の物をつけた男が丸い道具を持っている。
36215,573968,スキーの板を装着したまま赤いポールの上に乗っている人がいる,板をつけた人が赤い道具の上に立つ。
36285,289943,Al Boom Stの標識がたてられている,看板に文字がある。
36433,106344,黒い帽子をかぶって髭を生やした男性がいる,黒い帽子のひげの男がいる。
36546,267076,赤い装飾品をつけたゾウが柵の向こうにいる,赤い物を飾った大きい動物がいる。
36731,198625,しっかりとネクタイをしめている男性,しっかりネクタイをする男。
36760,412963,羊の口にチェックの口輪がつけられている,動物の口に物がつく。
36797,455279,雪山で紺のジャケットを着た女がスノーボードをつけて座っている,雪山で女が板をつけて座る。
37145,353180,大人数でバスを後ろから押している,多くの人がバスを後ろから押す。
37178,302608,ベットの上に枕が二つありライトで照らしている,ベッドの上に物がある。明るい道具がある。
37229,376891,女性がドーナツを販売している,女が菓子を売る。
37282,502953,黒いスカーフの女性がたこを揚げている,黒い首の布の女が玩具を空に上げる。
37307,335472,ゼッケンをつけた女性がスキーで滑走している,女が雪の上で板で滑る。
37357,398818,タイルの上に置かれた、シールが貼られたバナナ,床の上にバナナがある。
